"","b_1.apo","b_2.apo"
"1",0.19314838158931,-0.025128908688739
"2",0.173310465047854,-0.0243209874942376
"3",0.213493890224854,-0.0253114292246804
"4",0.175327392085117,-0.0246054114443268
"5",0.200202780024808,-0.0237307355228837
"6",0.19102604659439,-0.02326495233934
"7",0.181375411476158,-0.0273298452386406
"8",0.205039957456458,-0.0244895724493029
"9",0.156199049794787,-0.02364681621021
"10",0.198333184584382,-0.0237165287726485
"11",0.188469565359425,-0.0238140196376434
"12",0.164295693855841,-0.0222006797639942
"13",0.198846405913181,-0.0246181864383857
"14",0.166932919535206,-0.0289034034061929
"15",0.114508640249498,-0.032107898981177
"16",0.191105338167671,-0.027037194690434
"17",0.218084652377452,-0.0249116744554542
"18",0.188534448519204,-0.026476394520398
"19",0.182333449481138,-0.0236373744388032
"20",0.174983442879449,-0.0263387112379569
"21",0.209143845567692,-0.0222864283179585
"22",0.182223009614711,-0.0276292927608135
"23",0.143866258039249,-0.0246535413985685
"24",0.183771595466257,-0.0260243656626481
"25",0.181392192419141,-0.0245561317476072
"26",0.181179672552237,-0.0270260567409425
"27",0.199191390748579,-0.0286154088289721
"28",0.18904205499611,-0.0260266816908034
"29",0.192683065722999,-0.0269832605568111
"30",0.17914588737499,-0.0234811680903807
"31",0.182575649204214,-0.0265423485486729
"32",0.21559592481908,-0.0249334305924739
"33",0.21827499763825,-0.0270031854436463
"34",0.178297372686435,-0.0244655590042374
"35",0.156152457305307,-0.0246009905233613
"36",0.192115110575602,-0.0219074944156227
"37",0.183646805869699,-0.024020780439634
"38",0.19067433654275,-0.0259160411642315
"39",0.210113130590951,-0.0255229029756056
"40",0.217171678792529,-0.0252810443619105
"41",0.20597165733636,-0.0278008422856071
"42",0.188517909560894,-0.0213598760293277
"43",0.190816472329787,-0.025179630690087
"44",0.198395035145868,-0.0242034349087484
"45",0.16583441330452,-0.0263127722065174
"46",0.190274646199973,-0.0248392258557581
"47",0.183654958590355,-0.019782415782875
"48",0.205023425610508,-0.0271968437701041
"49",0.182462769666784,-0.0268399512541765
"50",0.180687009607443,-0.0242852719252554
"51",0.190962214335046,-0.0276543986538428
"52",0.18865291441521,-0.0251349353991812
"53",0.183538452078533,-0.0258322445769844
"54",0.195811930240104,-0.0280121500952226
"55",0.218191512198924,-0.0262143636730118
"56",0.194148022310669,-0.0238430186547161
"57",0.152799287004801,-0.0275438520892141
"58",0.155585962552068,-0.0231426192512748
"59",0.199143648384281,-0.0279318658878824
"60",0.186631577871304,-0.0254671115636321
"61",0.197529636579843,-0.025762068527678
"62",0.199984896542288,-0.0266033450020653
"63",0.190114466408439,-0.0260132603780307
"64",0.214511867381932,-0.0258482893259138
"65",0.179714204737602,-0.0212200553695941
"66",0.19836352033428,-0.0270517412830986
"67",0.17056449653029,-0.0231834388535171
"68",0.181066221210824,-0.0228286370051383
"69",0.198885138207821,-0.0264237448149911
"70",0.188603674901937,-0.0201484075928331
"71",0.156758498789112,-0.0227271565528297
"72",0.162658480820224,-0.021730710827829
"73",0.182125115232537,-0.0280118807209945
"74",0.178043419966453,-0.0244801282505932
"75",0.141153120768123,-0.0213952319912335
"76",0.198233171897458,-0.02851957073576
"77",0.235286792558931,-0.0252996392881321
"78",0.173829436594449,-0.0200200483778494
"79",0.207504807271358,-0.0277148127892954
"80",0.204017490589979,-0.0252994426525488
"81",0.14492193014072,-0.0234047551361782
"82",0.208931126876905,-0.0239019416022793
"83",0.203225395684981,-0.0284045473666348
"84",0.193038415020942,-0.0268366219903935
"85",0.146167911490658,-0.0228610663099513
"86",0.176095033298505,-0.0250047763114975
"87",0.185607151168346,-0.024973280624127
"88",0.180302503832271,-0.027897308713994
"89",0.106987509921444,-0.0309137426286179
"90",0.177955389401016,-0.02254714123984
"91",0.193649721630789,-0.0249282939492697
"92",0.192451867142594,-0.0211736736691568
"93",0.184041424280303,-0.021382018121937
"94",0.19397284852181,-0.02754914607634
"95",0.192660744305485,-0.0239469744308089
"96",0.189412734146904,-0.0250791684266338
"97",0.201224814007017,-0.0257429686991443
"98",0.173430136463447,-0.0239248923070964
"99",0.185319084506743,-0.0260125454256616
"100",0.206269615444052,-0.0267831665408791
"101",0.22094573563109,-0.0241085549300732
"102",0.219950041886174,-0.0241492323532175
"103",0.207997529966172,-0.025745604563763
"104",0.193880153296464,-0.0244178109591752
"105",0.171484533540528,-0.0222559963574137
"106",0.187412054883499,-0.0250142108525036
"107",0.204670028896612,-0.0248844143681425
"108",0.192918728520232,-0.0265571664877656
"109",0.199645952061307,-0.0248998881805956
"110",0.122262397858296,-0.0251252450893641
"111",0.20286633210113,-0.0245311908676383
"112",0.187251886143512,-0.0236581008461799
"113",0.157639362645206,-0.027011519570261
"114",0.203247601236683,-0.0261597343991974
"115",0.202514604889809,-0.0260362677876439
"116",0.194170102110831,-0.0284065192120828
"117",0.186238582099256,-0.0270662663787208
"118",0.207883303212277,-0.0276335023476731
"119",0.181186011604108,-0.0282168675107119
"120",0.191679810618103,-0.0248229721040576
"121",0.190022711198601,-0.026979166046743
"122",0.174139149878862,-0.0256268363924426
"123",0.183587676917915,-0.0245030557739169
"124",0.179270708327069,-0.0247769873418842
"125",0.140399275448151,-0.0245961983988682
"126",0.198581413646301,-0.0212740198638035
"127",0.200750494093323,-0.0267264912223868
"128",0.207753214406595,-0.0227022702625989
"129",0.18440239479012,-0.0230645825377078
"130",0.184706028654467,-0.0240199643939056
"131",0.193388148345746,-0.0259124576670794
"132",0.194294270399153,-0.0284213806307717
"133",0.192269399664471,-0.0247513688533449
"134",0.174976888266373,-0.0257375974089369
"135",0.200709281014456,-0.0241126181182581
"136",0.177438985716497,-0.0249424346389662
"137",0.182401650321823,-0.0217892627802942
"138",0.196321081148212,-0.026722061683148
"139",0.180748420256032,-0.0267668528371473
"140",0.167848112306675,-0.0238138941964839
"141",0.219036604810295,-0.0241930339867072
"142",0.195236057726264,-0.0256775935828857
"143",0.189500510993832,-0.025671160823129
"144",0.178253519600665,-0.0310400639980698
"145",0.141236722404319,-0.0229843971795266
"146",0.182319237036045,-0.025223995690889
"147",0.165192106320105,-0.0255139875485938
"148",0.176743406284848,-0.0241924219061675
"149",0.190877495160269,-0.0284293365866224
"150",0.174468878892278,-0.0256210292932611
"151",0.167461836842922,-0.0267483697044382
"152",0.175552845297149,-0.024273846117214
"153",0.196144771881632,-0.0239085008128728
"154",0.170054713719895,-0.0258039152305379
"155",0.18782729762377,-0.026470402260932
"156",0.194326421494537,-0.0288414976587136
"157",0.185958582900518,-0.0215877777945478
"158",0.175662108099062,-0.0234729072917771
"159",0.200920295775602,-0.0223269622503827
"160",0.1936790255719,-0.0254210127596188
"161",0.19186976602267,-0.0270241719227125
"162",0.176614824621227,-0.0273624098965338
"163",0.160945689416311,-0.0261535698692101
"164",0.210015032748104,-0.0253244122560437
"165",0.188679194450453,-0.0249801971018406
"166",0.195476995052206,-0.024700822245851
"167",0.185304006901489,-0.0282473329345932
"168",0.190561635459108,-0.025760894438165
"169",0.192153719049962,-0.0220470341654694
"170",0.15401667680613,-0.023647469340191
"171",0.190655988392122,-0.0260584389182863
"172",0.14720959643771,-0.0272549044488108
"173",0.192129141049443,-0.0248201237842993
"174",0.188104210994785,-0.0255535781755956
"175",0.209117071190912,-0.0290545807092606
"176",0.198215671489572,-0.0294739740646726
"177",0.209962963674869,-0.0246887876900668
"178",0.202925726417786,-0.0219514973835465
"179",0.217623776521436,-0.0235155552592999
"180",0.191795768181279,-0.025949934534972
"181",0.164645430936429,-0.0302397749967573
"182",0.162820915271484,-0.023187765423396
"183",0.189268803204226,-0.0249837272365105
"184",0.166998050111429,-0.0241399443704027
"185",0.185348006580396,-0.0239511563092485
"186",0.183894004588804,-0.0249037689690505
"187",0.18441470509634,-0.0254370510868463
"188",0.173772411903334,-0.0258808561069398
"189",0.184630108578204,-0.0269430829188739
"190",0.169481313470097,-0.0263884126354514
"191",0.189983702637406,-0.024724648591901
"192",0.212515073804783,-0.0254921841984646
"193",0.171744099306576,-0.0239690668494653
"194",0.17593409704278,-0.0247273934131459
"195",0.108218140105885,-0.0270077347638117
"196",0.20687639681408,-0.0248578293467666
"197",0.192113232419945,-0.0258897323138693
"198",0.168588374737074,-0.0247102977353117
"199",0.187317417939363,-0.0286120827656166
"200",0.181931956246864,-0.0240973013221966
"201",0.20420279699792,-0.0286566291423724
"202",0.187529814887659,-0.0232254151966849
"203",0.19005018201331,-0.021798614977509
"204",0.17849226246503,-0.0217031547453442
"205",0.183806127209766,-0.0226427042954847
"206",0.198772314221438,-0.0255191611909585
"207",0.176004066669619,-0.0266663509315519
"208",0.176911794013408,-0.0245774199282313
"209",0.162728771711924,-0.0244653597943171
"210",0.193983495761762,-0.0239898646612485
"211",0.169827998430187,-0.0272845597328045
"212",0.179022067060122,-0.0295461723758087
"213",0.10696455521856,-0.0219310560303963
"214",0.208216622637354,-0.0262027502163751
"215",0.185078625671397,-0.0267703923351986
"216",0.190180501485253,-0.0233402325311955
"217",0.198367704797812,-0.0214582043416767
"218",0.183470082547051,-0.0268402945644207
"219",0.203936322234128,-0.0247733164928463
"220",0.183195240156061,-0.0255758139421584
"221",0.189345928337763,-0.0261384532123056
"222",0.145901497240335,-0.021967009895498
"223",0.182483532577583,-0.02503295842291
"224",0.191788726686311,-0.0292120429660688
"225",0.162285398113015,-0.0270487907363691
"226",0.206977343064138,-0.0246873943458712
"227",0.188736923908494,-0.0231694226995015
"228",0.214711201934667,-0.0228480790721077
"229",0.193099612952146,-0.02472813684864
"230",0.188972109603274,-0.0254770728846288
"231",0.186112873501122,-0.0246927569334559
"232",0.199498762212577,-0.0240023330844006
"233",0.178766448315076,-0.023625839516111
"234",0.117671459591138,-0.0273464223301105
"235",0.198385561185621,-0.0249993265192563
"236",0.148394139005966,-0.0263499473625287
"237",0.194320150576572,-0.023689964542881
"238",0.144729625283412,-0.0253200448382875
"239",0.195707737640649,-0.02703422621818
"240",0.195059146002519,-0.0258604847263502
"241",0.198723975570081,-0.024618362574599
"242",0.21517770051356,-0.0252599420489497
"243",0.212771259868695,-0.0251494394679248
"244",0.192699708091052,-0.0225657984048777
"245",0.185946848966264,-0.0255138481162794
"246",0.185959072176131,-0.0266493947564553
"247",0.171110638629117,-0.0240026898612976
"248",0.176636187293258,-0.0248674959310821
"249",0.203010936902608,-0.0234111697007149
"250",0.179193939709796,-0.0255893327022581
"251",0.0879698394257143,-0.0280388683391624
"252",0.189917683101271,-0.0244025160974333
"253",0.170509631219208,-0.024651481257495
"254",0.174240727340002,-0.0263186198266212
"255",0.177072089570575,-0.0217106542531995
"256",0.150120090669075,-0.0265665128110068
"257",0.171680783640739,-0.0227757677599262
"258",0.178406015165637,-0.0226398812106152
"259",0.186005442583503,-0.0266750579191781
"260",0.204933219424158,-0.0220777888555573
"261",0.194480246960903,-0.0258121924291015
"262",0.215065413383754,-0.0267905518371905
"263",0.221900918718141,-0.0256492809973368
"264",0.210056592461779,-0.0241789917912389
"265",0.185668973314663,-0.0285213652909289
"266",0.195765687985492,-0.0243092052285764
"267",0.210494774537722,-0.0223872881022416
"268",0.187328502032419,-0.0273821499910893
"269",0.184062717629471,-0.0243586312810327
"270",0.186431246148908,-0.0225749793709129
"271",0.191449709948864,-0.0267284932189704
"272",0.20743135520919,-0.0240583482156293
"273",0.182824723033813,-0.0240100375483395
"274",0.179007769431706,-0.0245475560299535
"275",0.19928811811664,-0.0251937595314192
"276",0.171435467567074,-0.0260087915877034
"277",0.21421515785591,-0.0231427024984111
"278",0.195912409366476,-0.0270330446795512
"279",0.225988580681257,-0.0232854108260259
"280",0.196489352979546,-0.0252409925383779
"281",0.181946812475013,-0.0268096085466778
"282",0.194600202126023,-0.0263355001452255
"283",0.191876099673718,-0.0252290410493589
"284",0.178067104367719,-0.0269437838948699
"285",0.205921356228425,-0.0246466219589919
"286",0.192871155567598,-0.0266643218402528
"287",0.143618499383517,-0.0233919014151707
"288",0.18488116690664,-0.0227041228038404
"289",0.169633903159519,-0.0265216413606724
"290",0.180400242750524,-0.0260584477455835
"291",0.166846077048724,-0.0256162298914628
"292",0.195920185893874,-0.0248983972796961
"293",0.196486163428055,-0.0237103691109285
"294",0.189126287819685,-0.0259249390277206
"295",0.203138052561146,-0.0231792724686114
"296",0.186642791842453,-0.0244025180681689
"297",0.194219954345887,-0.0196006409401963
"298",0.211445644065356,-0.0235781708830081
"299",0.207903601844742,-0.0248742275664323
"300",0.177241841008786,-0.0241422794841899
